   24137435, -0.00030518
   24137436,  0.00000000
   24137437,  0.00000000
   24137438,  0.00030518
   24137439, -0.00030518
   24137440,  0.00000000
   24137441, -0.00030518
   24137442,  0.00030518
   24137443, -0.00030518
   24137444, -0.00061035
   24137445,  0.00000000
   24137446, -0.00061035
   24137447,  0.00000000
   24137448,  0.00000000
   24137449,  0.00030518
   24137450, -0.00030518
   24137451,  0.00000000
   24137452, -0.00030518
   24137453, -0.00061035
   24137454, -0.00030518
   24137455, -0.00030518
   24137456,  0.00000000
   24137457,  0.00000000
   24137458, -0.00030518
   24137459,  0.00030518
   24137460,  0.00030518
   24137461,  0.00000000
   24137462,  0.00000000
   24137463,  0.00000000
   24137464,  0.00030518
   24137465,  0.00030518
   24137466,  0.00000000
   24137467, -0.00030518
   24137468, -0.00030518
   24137469, -0.00030518
   24137470, -0.00030518
   24137471, -0.00030518
   24137472,  0.00030518
   24137473, -0.00030518
   24137474,  0.00030518
   24137475,  0.00000000
   24137476, -0.00030518
   24137477, -0.00030518
   24137478,  0.00000000
   24137479,  0.00030518
   24137480,  0.00061035
   24137481,  0.00000000
   24137482,  0.00000000
   24137483, -0.00030518
   24137484, -0.00061035
   24137485, -0.00152588
   24137486, -0.00091553
   24137487,  0.00000000
   24137488, -0.00030518
   24137489, -0.00061035
   24137490, -0.00030518
   24137491,  0.00000000
   24137492,  0.00000000
   24137493, -0.00061035
   24137494,  0.00000000
   24137495, -0.00061035
   24137496,  0.00000000
   24137497, -0.00030518
   24137498,  0.00000000
   24137499,  0.00030518
   24137500,  0.00030518
   24137501,  0.00061035
   24137502,  0.00000000
   24137503,  0.00061035
   24137504, -0.00061035
   24137505,  0.00000000
   24137506, -0.00030518
   24137507, -0.00122070
   24137508, -0.00030518
   24137509, -0.00030518
   24137510, -0.00061035
   24137511,  0.00030518
   24137512, -0.00030518
   24137513,  0.00000000
   24137514,  0.00000000
   24137515, -0.00091553
   24137516, -0.00030518
   24137517, -0.00030518
   24137518, -0.00030518
   24137519,  0.00000000
   24137520,  0.00030518
   24137521,  0.00000000
   24137522, -0.00061035
   24137523, -0.00091553
   24137524,  0.00000000
   24137525,  0.00000000
   24137526, -0.00061035
   24137527, -0.00030518
   24137528, -0.00030518
   24137529, -0.00030518
   24137530, -0.00030518
   24137531,  0.00061035
   24137532, -0.00030518
   24137533,  0.00030518
   24137534,  0.00000000
   24137535,  0.00000000
   24137536,  0.00000000
   24137537,  0.00000000
   24137538, -0.00061035
   24137539, -0.00061035
   24137540, -0.00030518
   24137541,  0.00030518
   24137542, -0.00030518
   24137543,  0.00000000
   24137544,  0.00000000
   24137545, -0.00030518
   24137546, -0.00061035
   24137547,  0.00000000
   24137548,  0.00000000
   24137549, -0.00030518
   24137550,  0.00030518
   24137551,  0.00000000
   24137552,  0.00000000
   24137553,  0.00000000
   24137554,  0.00030518
   24137555, -0.00091553
   24137556, -0.00030518
   24137557,  0.00030518
   24137558,  0.00061035
   24137559, -0.00061035
   24137560,  0.00030518
   24137561,  0.00000000
   24137562,  0.00000000
   24137563,  0.00000000
   24137564, -0.00030518
   24137565, -0.00091553
   24137566, -0.00030518
   24137567, -0.00030518
   24137568, -0.00030518
   24137569,  0.00000000
   24137570,  0.00000000
   24137571, -0.00030518
   24137572,  0.00030518
   24137573, -0.00030518
   24137574, -0.00030518
   24137575, -0.00030518
   24137576, -0.00030518
   24137577,  0.00000000
   24137578,  0.00061035
   24137579,  0.00030518
   24137580,  0.00030518
   24137581,  0.00030518
   24137582,  0.00030518
   24137583,  0.00030518
   24137584,  0.00030518
   24137585,  0.00000000
   24137586,  0.00061035
   24137587, -0.00061035
   24137588, -0.00030518
   24137589, -0.00030518
   24137590, -0.00030518
   24137591, -0.00030518
   24137592, -0.00030518
   24137593, -0.00091553
   24137594, -0.00030518
   24137595, -0.00030518
   24137596,  0.00000000
   24137597, -0.00061035
   24137598, -0.00061035
   24137599,  0.00061035
   24137600, -0.00030518
   24137601,  0.00030518
   24137602,  0.00000000
   24137603, -0.00122070
   24137604, -0.00061035
   24137605, -0.00061035
   24137606, -0.00030518
   24137607, -0.00152588
   24137608, -0.00061035
   24137609,  0.00030518
   24137610,  0.00030518
   24137611,  0.00061035
   24137612,  0.00030518
   24137613,  0.00030518
   24137614, -0.00061035
   24137615,  0.00000000
   24137616, -0.00061035
   24137617, -0.00030518
   24137618,  0.00000000
   24137619, -0.00030518
   24137620, -0.00091553
   24137621,  0.00030518
   24137622,  0.00000000
   24137623, -0.00061035
   24137624, -0.00030518
   24137625,  0.00000000
   24137626,  0.00000000
   24137627,  0.00000000
   24137628, -0.00030518
   24137629,  0.00000000
   24137630,  0.00030518
   24137631,  0.00000000
   24137632,  0.00000000
   24137633, -0.00030518
   24137634, -0.00061035
   24137635, -0.00061035
   24137636, -0.00061035
   24137637,  0.00030518
   24137638, -0.00030518
   24137639, -0.00030518
   24137640, -0.00061035
   24137641,  0.00000000
   24137642,  0.00000000
   24137643, -0.00030518
   24137644, -0.00030518
   24137645,  0.00030518
   24137646,  0.00000000
   24137647, -0.00030518
   24137648,  0.00000000
   24137649, -0.00030518
   24137650, -0.00091553
   24137651, -0.00061035
   24137652,  0.00030518
   24137653,  0.00000000
   24137654,  0.00000000
   24137655,  0.00000000
   24137656, -0.00061035
   24137657, -0.00061035
   24137658,  0.00000000
   24137659,  0.00000000
   24137660,  0.00000000
   24137661, -0.00061035
   24137662, -0.00030518
   24137663,  0.00000000
   24137664,  0.00000000
   24137665,  0.00030518
   24137666,  0.00000000
   24137667,  0.00000000
   24137668,  0.00000000
   24137669, -0.00030518
   24137670,  0.00030518
   24137671,  0.00030518
   24137672,  0.00061035
   24137673,  0.00061035
   24137674,  0.00061035
   24137675,  0.00000000
   24137676, -0.00030518
   24137677, -0.00030518
   24137678,  0.00000000
   24137679,  0.00061035
   24137680, -0.00030518
   24137681, -0.00122070
   24137682,  0.00000000
   24137683, -0.00091553
   24137684, -0.00061035
   24137685, -0.00091553
   24137686, -0.00030518
   24137687,  0.00000000
   24137688, -0.00152588
   24137689,  0.00000000
   24137690, -0.00030518
   24137691, -0.00061035
   24137692,  0.00000000
   24137693,  0.00030518
   24137694, -0.00061035
   24137695, -0.00030518
   24137696, -0.00061035
   24137697,  0.00000000
   24137698,  0.00000000
   24137699, -0.00030518
   24137700, -0.00061035
   24137701, -0.00061035
   24137702, -0.00061035
   24137703, -0.00030518
   24137704, -0.00061035
   24137705, -0.00061035
   24137706,  0.00000000
   24137707,  0.00000000
   24137708, -0.00030518
   24137709,  0.00000000
   24137710,  0.00000000
   24137711,  0.00030518
   24137712,  0.00030518
   24137713,  0.00030518
   24137714,  0.00061035
   24137715,  0.00030518
   24137716, -0.00030518
   24137717,  0.00000000
   24137718,  0.00000000
   24137719,  0.00030518
   24137720,  0.00000000
   24137721, -0.00030518
   24137722, -0.00091553
   24137723, -0.00030518
   24137724, -0.00030518
   24137725, -0.00061035
   24137726, -0.00061035
   24137727,  0.00030518
   24137728,  0.00030518
   24137729,  0.00061035
   24137730, -0.00091553
   24137731, -0.00030518
   24137732,  0.00000000
   24137733, -0.00030518
   24137734, -0.00030518
